contig contig_geneID GC Genome
Ga0182881_1076 Ga0182881_107636 0.462 121951.assembled.gff
Ga0182881_1076 Ga0182881_107637 0.444 121951.assembled.gff
Ga0182881_1076 Ga0182881_107638 0.447 121951.assembled.gff
Ga0182881_1076 Ga0182881_107639 0.482 121951.assembled.gff
Ga0182881_1076 Ga0182881_107640 0.474 121951.assembled.gff
Ga0182881_1076 Ga0182881_107641 0.501 121951.assembled.gff
Ga0182881_1077 Ga0182881_10771 0.459 121951.assembled.gff
Ga0182881_1077 Ga0182881_10772 0.458 121951.assembled.gff
Ga0182881_1077 Ga0182881_10773 0.457 121951.assembled.gff
Ga0182881_1077 Ga0182881_10774 0.479 121951.assembled.gff
Ga0182881_1077 Ga0182881_10775 0.464 121951.assembled.gff
Ga0182881_1077 Ga0182881_10776 0.465 121951.assembled.gff
Ga0182881_1077 Ga0182881_10777 0.481 121951.assembled.gff
Ga0182881_1077 Ga0182881_10778 0.485 121951.assembled.gff
Ga0182881_1077 Ga0182881_10779 0.444 121951.assembled.gff
Ga0182881_1077 Ga0182881_107710 0.434 121951.assembled.gff
Ga0182881_1077 Ga0182881_107711 0.45 121951.assembled.gff
Ga0182881_1077 Ga0182881_107712 0.429 121951.assembled.gff
Ga0182881_1077 Ga0182881_107713 0.454 121951.assembled.gff
Ga0182881_1077 Ga0182881_107714 0.512 121951.assembled.gff
Ga0182881_1077 Ga0182881_107715 0.496 121951.assembled.gff
Ga0182881_1078 Ga0182881_10781 0.475 121951.assembled.gff
Ga0182881_1078 Ga0182881_10782 0.434 121951.assembled.gff
Ga0182881_1078 Ga0182881_10783 0.476 121951.assembled.gff
Ga0182881_1078 Ga0182881_10784 0.443 121951.assembled.gff
Ga0182881_1078 Ga0182881_10785 0.447 121951.assembled.gff
Ga0182881_1078 Ga0182881_10786 0.407 121951.assembled.gff
Ga0182881_1078 Ga0182881_10787 0.448 121951.assembled.gff
Ga0182881_1078 Ga0182881_10788 0.456 121951.assembled.gff
Ga0182881_1078 Ga0182881_10789 0.463 121951.assembled.gff
Ga0182881_1078 Ga0182881_107810 0.469 121951.assembled.gff
Ga0182881_1078 Ga0182881_107811 0.472 121951.assembled.gff
Ga0182881_1079 Ga0182881_10791 0.456 121951.assembled.gff
Ga0182881_1079 Ga0182881_10792 0.456 121951.assembled.gff
Ga0182881_1079 Ga0182881_10793 0.426 121951.assembled.gff
Ga0182881_1079 Ga0182881_10794 0.473 121951.assembled.gff
Ga0182881_1079 Ga0182881_10795 0.443 121951.assembled.gff
Ga0182881_1079 Ga0182881_10796 0.459 121951.assembled.gff
Ga0182881_1079 Ga0182881_10797 0.447 121951.assembled.gff
Ga0182881_1079 Ga0182881_10798 0.448 121951.assembled.gff
Ga0182881_1080 Ga0182881_10801 0.417 121951.assembled.gff
Ga0182881_1080 Ga0182881_10802 0.425 121951.assembled.gff
Ga0182881_1080 Ga0182881_10803 0.476 121951.assembled.gff
Ga0182881_1080 Ga0182881_10804 0.451 121951.assembled.gff
Ga0182881_1081 Ga0182881_10811 0.485 121951.assembled.gff
Ga0182881_1081 Ga0182881_10812 0.466 121951.assembled.gff
Ga0182881_1081 Ga0182881_10813 0.472 121951.assembled.gff
Ga0182881_1081 Ga0182881_10814 0.465 121951.assembled.gff
Ga0182881_1081 Ga0182881_10815 0.476 121951.assembled.gff
Ga0182881_1081 Ga0182881_10816 0.492 121951.assembled.gff
Ga0182881_1081 Ga0182881_10817 0.457 121951.assembled.gff
Ga0182881_1081 Ga0182881_10818 0.442 121951.assembled.gff
Ga0182881_1081 Ga0182881_10819 0.472 121951.assembled.gff
Ga0182881_1081 Ga0182881_108110 0.461 121951.assembled.gff
Ga0182881_1081 Ga0182881_108111 0.446 121951.assembled.gff
Ga0182881_1081 Ga0182881_108112 0.482 121951.assembled.gff
Ga0182881_1081 Ga0182881_108113 0.455 121951.assembled.gff
Ga0182881_1081 Ga0182881_108114 0.424 121951.assembled.gff
Ga0182881_1081 Ga0182881_108115 0.466 121951.assembled.gff
Ga0182881_1081 Ga0182881_108116 0.458 121951.assembled.gff
Ga0182881_1081 Ga0182881_108117 0.473 121951.assembled.gff
Ga0182881_1081 Ga0182881_108118 0.459 121951.assembled.gff
Ga0182881_1082 Ga0182881_10821 0.47 121951.assembled.gff
Ga0182881_1082 Ga0182881_10822 0.462 121951.assembled.gff
Ga0182881_1082 Ga0182881_10823 0.457 121951.assembled.gff
Ga0182881_1082 Ga0182881_10824 0.499 121951.assembled.gff
Ga0182881_1082 Ga0182881_10825 0.502 121951.assembled.gff
Ga0182881_1082 Ga0182881_10826 0.444 121951.assembled.gff
Ga0182881_1082 Ga0182881_10827 0.421 121951.assembled.gff
Ga0182881_1082 Ga0182881_10828 0.487 121951.assembled.gff
Ga0182881_1082 Ga0182881_10829 0.5 121951.assembled.gff
Ga0182881_1082 Ga0182881_108210 0.469 121951.assembled.gff
Ga0182881_1082 Ga0182881_108211 0.428 121951.assembled.gff
Ga0182881_1082 Ga0182881_108212 0.467 121951.assembled.gff
Ga0182881_1082 Ga0182881_108213 0.511 121951.assembled.gff
Ga0182881_1082 Ga0182881_108214 0.509 121951.assembled.gff
Ga0182881_1082 Ga0182881_108215 0.474 121951.assembled.gff
Ga0182881_1082 Ga0182881_108216 0.446 121951.assembled.gff
Ga0182881_1082 Ga0182881_108217 0.432 121951.assembled.gff
Ga0182881_1082 Ga0182881_108218 0.449 121951.assembled.gff
Ga0182881_1082 Ga0182881_108219 0.443 121951.assembled.gff
Ga0182881_1082 Ga0182881_108220 0.49 121951.assembled.gff
Ga0182881_1082 Ga0182881_108221 0.464 121951.assembled.gff
Ga0182881_1082 Ga0182881_108222 0.48 121951.assembled.gff
Ga0182881_1082 Ga0182881_108223 0.45 121951.assembled.gff
Ga0182881_1082 Ga0182881_108224 0.48 121951.assembled.gff
Ga0182881_1082 Ga0182881_108225 0.409 121951.assembled.gff
Ga0182881_1083 Ga0182881_10831 0.453 121951.assembled.gff
Ga0182881_1083 Ga0182881_10832 0.428 121951.assembled.gff
Ga0182881_1083 Ga0182881_10833 0.459 121951.assembled.gff
Ga0182881_1083 Ga0182881_10834 0.436 121951.assembled.gff
Ga0182881_1083 Ga0182881_10835 0.46 121951.assembled.gff
Ga0182881_1083 Ga0182881_10836 0.464 121951.assembled.gff
Ga0182881_1083 Ga0182881_10837 0.449 121951.assembled.gff
Ga0182881_1083 Ga0182881_10838 0.434 121951.assembled.gff
Ga0182881_1083 Ga0182881_10839 0.486 121951.assembled.gff
Ga0182881_1083 Ga0182881_108310 0.493 121951.assembled.gff
Ga0182881_1083 Ga0182881_108311 0.471 121951.assembled.gff
Ga0182881_1083 Ga0182881_108312 0.414 121951.assembled.gff
Ga0182881_1083 Ga0182881_108313 0.497 121951.assembled.gff
Ga0182881_1083 Ga0182881_108314 0.4 121951.assembled.gff
Ga0182881_1083 Ga0182881_108315 0.384 121951.assembled.gff
Ga0182881_1083 Ga0182881_108316 0.297 121951.assembled.gff
Ga0182881_1083 Ga0182881_108317 0.365 121951.assembled.gff
Ga0182881_1084 Ga0182881_10841 0.375 121951.assembled.gff
Ga0182881_1084 Ga0182881_10842 0.451 121951.assembled.gff
Ga0182881_1084 Ga0182881_10843 0.472 121951.assembled.gff
Ga0182881_1084 Ga0182881_10844 0.462 121951.assembled.gff
Ga0182881_1084 Ga0182881_10845 0.463 121951.assembled.gff
Ga0182881_1084 Ga0182881_10846 0.485 121951.assembled.gff
Ga0182881_1084 Ga0182881_10847 0.484 121951.assembled.gff
Ga0182881_1084 Ga0182881_10848 0.481 121951.assembled.gff
Ga0182881_1084 Ga0182881_10849 0.383 121951.assembled.gff
Ga0182881_1084 Ga0182881_108410 0.485 121951.assembled.gff
Ga0182881_1084 Ga0182881_108411 0.451 121951.assembled.gff
Ga0182881_1084 Ga0182881_108412 0.421 121951.assembled.gff
Ga0182881_1084 Ga0182881_108413 0.475 121951.assembled.gff
Ga0182881_1084 Ga0182881_108414 0.416 121951.assembled.gff
Ga0182881_1084 Ga0182881_108415 0.49 121951.assembled.gff
Ga0182881_1084 Ga0182881_108416 0.449 121951.assembled.gff
Ga0182881_1084 Ga0182881_108417 0.526 121951.assembled.gff
Ga0182881_1084 Ga0182881_108418 0.499 121951.assembled.gff
Ga0182881_1084 Ga0182881_108419 0.474 121951.assembled.gff
Ga0182881_1084 Ga0182881_108420 0.438 121951.assembled.gff
Ga0182881_1084 Ga0182881_108421 0.472 121951.assembled.gff
Ga0182881_1084 Ga0182881_108422 0.449 121951.assembled.gff
Ga0182881_1084 Ga0182881_108423 0.444 121951.assembled.gff
Ga0182881_1084 Ga0182881_108424 0.472 121951.assembled.gff
Ga0182881_1084 Ga0182881_108425 0.488 121951.assembled.gff
Ga0182881_1084 Ga0182881_108426 0.443 121951.assembled.gff
Ga0182881_1084 Ga0182881_108427 0.475 121951.assembled.gff
Ga0182881_1085 Ga0182881_10851 0.312 121951.assembled.gff
Ga0182881_1085 Ga0182881_10853 0.497 121951.assembled.gff
Ga0182881_1085 Ga0182881_10854 0.477 121951.assembled.gff
Ga0182881_1086 Ga0182881_10861 0.429 121951.assembled.gff
Ga0182881_1086 Ga0182881_10862 0.441 121951.assembled.gff
Ga0182881_1086 Ga0182881_10863 0.512 121951.assembled.gff
Ga0182881_1087 Ga0182881_10871 0.376 121951.assembled.gff
Ga0182881_1087 Ga0182881_10872 0.494 121951.assembled.gff
Ga0182881_1087 Ga0182881_10873 0.484 121951.assembled.gff
Ga0182881_1087 Ga0182881_10874 0.468 121951.assembled.gff
Ga0182881_1087 Ga0182881_10875 0.491 121951.assembled.gff
Ga0182881_1088 Ga0182881_10881 0.456 121951.assembled.gff
Ga0182881_1088 Ga0182881_10882 0.446 121951.assembled.gff
Ga0182881_1088 Ga0182881_10883 0.43 121951.assembled.gff
Ga0182881_1088 Ga0182881_10884 0.482 121951.assembled.gff
Ga0182881_1088 Ga0182881_10885 0.446 121951.assembled.gff
Ga0182881_1088 Ga0182881_10886 0.435 121951.assembled.gff
Ga0182881_1088 Ga0182881_10887 0.443 121951.assembled.gff
Ga0182881_1088 Ga0182881_10888 0.461 121951.assembled.gff
Ga0182881_1088 Ga0182881_10889 0.436 121951.assembled.gff
Ga0182881_1088 Ga0182881_108810 0.467 121951.assembled.gff
Ga0182881_1088 Ga0182881_108811 0.45 121951.assembled.gff
Ga0182881_1088 Ga0182881_108812 0.448 121951.assembled.gff
Ga0182881_1088 Ga0182881_108813 0.445 121951.assembled.gff
Ga0182881_1088 Ga0182881_108814 0.413 121951.assembled.gff
Ga0182881_1088 Ga0182881_108815 0.484 121951.assembled.gff
Ga0182881_1088 Ga0182881_108816 0.486 121951.assembled.gff
Ga0182881_1088 Ga0182881_108819 0.404 121951.assembled.gff
Ga0182881_1088 Ga0182881_108820 0.361 121951.assembled.gff
Ga0182881_1088 Ga0182881_108822 0.494 121951.assembled.gff
Ga0182881_1088 Ga0182881_108823 0.457 121951.assembled.gff
Ga0182881_1088 Ga0182881_108824 0.481 121951.assembled.gff
Ga0182881_1088 Ga0182881_108825 0.489 121951.assembled.gff
Ga0182881_1088 Ga0182881_108827 0.425 121951.assembled.gff
Ga0182881_1088 Ga0182881_108828 0.468 121951.assembled.gff
Ga0182881_1088 Ga0182881_108829 0.457 121951.assembled.gff
Ga0182881_1088 Ga0182881_108830 0.47 121951.assembled.gff
Ga0182881_1088 Ga0182881_108831 0.481 121951.assembled.gff
Ga0182881_1088 Ga0182881_108832 0.476 121951.assembled.gff
Ga0182881_1088 Ga0182881_108833 0.46 121951.assembled.gff
Ga0182881_1088 Ga0182881_108834 0.442 121951.assembled.gff
Ga0182881_1088 Ga0182881_108835 0.478 121951.assembled.gff
Ga0182881_1088 Ga0182881_108836 0.458 121951.assembled.gff
Ga0182881_1089 Ga0182881_10891 0.477 121951.assembled.gff
Ga0182881_1089 Ga0182881_10892 0.471 121951.assembled.gff
Ga0182881_1089 Ga0182881_10893 0.454 121951.assembled.gff
Ga0182881_1089 Ga0182881_10894 0.424 121951.assembled.gff
Ga0182881_1089 Ga0182881_10895 0.455 121951.assembled.gff
Ga0182881_1089 Ga0182881_10896 0.463 121951.assembled.gff
Ga0182881_1089 Ga0182881_10897 0.47 121951.assembled.gff
Ga0182881_1089 Ga0182881_10898 0.45 121951.assembled.gff
Ga0182881_1089 Ga0182881_10899 0.469 121951.assembled.gff
Ga0182881_1089 Ga0182881_108910 0.457 121951.assembled.gff
Ga0182881_1089 Ga0182881_108911 0.441 121951.assembled.gff
Ga0182881_1089 Ga0182881_108912 0.493 121951.assembled.gff
Ga0182881_1089 Ga0182881_108913 0.475 121951.assembled.gff
Ga0182881_1089 Ga0182881_108914 0.481 121951.assembled.gff
Ga0182881_1089 Ga0182881_108915 0.433 121951.assembled.gff
Ga0182881_1089 Ga0182881_108917 0.468 121951.assembled.gff
Ga0182881_1089 Ga0182881_108918 0.454 121951.assembled.gff
Ga0182881_1089 Ga0182881_108919 0.474 121951.assembled.gff
Ga0182881_1089 Ga0182881_108920 0.467 121951.assembled.gff
Ga0182881_1089 Ga0182881_108921 0.468 121951.assembled.gff
Ga0182881_1089 Ga0182881_108922 0.456 121951.assembled.gff
Ga0182881_1089 Ga0182881_108923 0.481 121951.assembled.gff
Ga0182881_1089 Ga0182881_108924 0.469 121951.assembled.gff
Ga0182881_1089 Ga0182881_108925 0.466 121951.assembled.gff
Ga0182881_1089 Ga0182881_108926 0.428 121951.assembled.gff
Ga0182881_1089 Ga0182881_108927 0.472 121951.assembled.gff
Ga0182881_1089 Ga0182881_108928 0.48 121951.assembled.gff
Ga0182881_1090 Ga0182881_10901 0.427 121951.assembled.gff
Ga0182881_1090 Ga0182881_10902 0.474 121951.assembled.gff
Ga0182881_1090 Ga0182881_10903 0.464 121951.assembled.gff
Ga0182881_1090 Ga0182881_10904 0.495 121951.assembled.gff
Ga0182881_1090 Ga0182881_10905 0.437 121951.assembled.gff
Ga0182881_1090 Ga0182881_10906 0.432 121951.assembled.gff
Ga0182881_1090 Ga0182881_10907 0.464 121951.assembled.gff
Ga0182881_1090 Ga0182881_10908 0.473 121951.assembled.gff
Ga0182881_1090 Ga0182881_10909 0.448 121951.assembled.gff
Ga0182881_1090 Ga0182881_109010 0.456 121951.assembled.gff
Ga0182881_1090 Ga0182881_109011 0.47 121951.assembled.gff
Ga0182881_1090 Ga0182881_109012 0.449 121951.assembled.gff
Ga0182881_1090 Ga0182881_109013 0.452 121951.assembled.gff
Ga0182881_1090 Ga0182881_109014 0.474 121951.assembled.gff
Ga0182881_1090 Ga0182881_109015 0.399 121951.assembled.gff
Ga0182881_1090 Ga0182881_109016 0.45 121951.assembled.gff
Ga0182881_1090 Ga0182881_109017 0.484 121951.assembled.gff
Ga0182881_1090 Ga0182881_109018 0.479 121951.assembled.gff
Ga0182881_1090 Ga0182881_109019 0.425 121951.assembled.gff
Ga0182881_1090 Ga0182881_109020 0.456 121951.assembled.gff
Ga0182881_1090 Ga0182881_109021 0.469 121951.assembled.gff
Ga0182881_1090 Ga0182881_109022 0.495 121951.assembled.gff
Ga0182881_1090 Ga0182881_109023 0.465 121951.assembled.gff
Ga0182881_1090 Ga0182881_109024 0.437 121951.assembled.gff
Ga0182881_1090 Ga0182881_109025 0.446 121951.assembled.gff
Ga0182881_1090 Ga0182881_109026 0.452 121951.assembled.gff
Ga0182881_1090 Ga0182881_109027 0.498 121951.assembled.gff
Ga0182881_1090 Ga0182881_109028 0.479 121951.assembled.gff
Ga0182881_1090 Ga0182881_109029 0.458 121951.assembled.gff
Ga0182881_1090 Ga0182881_109030 0.464 121951.assembled.gff
Ga0182881_1090 Ga0182881_109031 0.438 121951.assembled.gff
Ga0182881_1090 Ga0182881_109032 0.45 121951.assembled.gff
Ga0182881_1091 Ga0182881_10911 0.441 121951.assembled.gff
Ga0182881_1091 Ga0182881_10912 0.479 121951.assembled.gff
Ga0182881_1091 Ga0182881_10913 0.46 121951.assembled.gff
Ga0182881_1091 Ga0182881_10914 0.497 121951.assembled.gff
Ga0182881_1091 Ga0182881_10915 0.512 121951.assembled.gff
Ga0182881_1091 Ga0182881_10916 0.489 121951.assembled.gff
Ga0182881_1091 Ga0182881_10917 0.464 121951.assembled.gff
Ga0182881_1091 Ga0182881_10918 0.464 121951.assembled.gff
Ga0182881_1091 Ga0182881_10919 0.454 121951.assembled.gff
Ga0182881_1091 Ga0182881_109110 0.482 121951.assembled.gff
Ga0182881_1091 Ga0182881_109111 0.464 121951.assembled.gff
Ga0182881_1091 Ga0182881_109112 0.457 121951.assembled.gff
Ga0182881_1091 Ga0182881_109113 0.47 121951.assembled.gff
Ga0182881_1091 Ga0182881_109114 0.444 121951.assembled.gff
Ga0182881_1091 Ga0182881_109115 0.491 121951.assembled.gff
Ga0182881_1091 Ga0182881_109116 0.494 121951.assembled.gff
Ga0182881_1091 Ga0182881_109117 0.455 121951.assembled.gff
Ga0182881_1091 Ga0182881_109118 0.436 121951.assembled.gff
Ga0182881_1091 Ga0182881_109119 0.459 121951.assembled.gff
Ga0182881_1091 Ga0182881_109120 0.448 121951.assembled.gff
Ga0182881_1091 Ga0182881_109121 0.454 121951.assembled.gff
Ga0182881_1091 Ga0182881_109122 0.497 121951.assembled.gff
Ga0182881_1091 Ga0182881_109123 0.481 121951.assembled.gff
Ga0182881_1091 Ga0182881_109124 0.475 121951.assembled.gff
Ga0182881_1091 Ga0182881_109125 0.463 121951.assembled.gff
Ga0182881_1091 Ga0182881_109126 0.441 121951.assembled.gff
Ga0182881_1091 Ga0182881_109127 0.463 121951.assembled.gff
Ga0182881_1091 Ga0182881_109129 0.378 121951.assembled.gff
Ga0182881_1091 Ga0182881_109130 0.476 121951.assembled.gff
Ga0182881_1091 Ga0182881_109131 0.417 121951.assembled.gff
Ga0182881_1091 Ga0182881_109132 0.452 121951.assembled.gff
Ga0182881_1091 Ga0182881_109133 0.442 121951.assembled.gff
Ga0182881_1091 Ga0182881_109134 0.483 121951.assembled.gff
Ga0182881_1091 Ga0182881_109135 0.449 121951.assembled.gff
Ga0182881_1091 Ga0182881_109136 0.443 121951.assembled.gff
Ga0182881_1091 Ga0182881_109137 0.484 121951.assembled.gff
Ga0182881_1091 Ga0182881_109138 0.441 121951.assembled.gff
Ga0182881_1091 Ga0182881_109139 0.474 121951.assembled.gff
Ga0182881_1091 Ga0182881_109140 0.452 121951.assembled.gff
Ga0182881_1091 Ga0182881_109141 0.483 121951.assembled.gff
Ga0182881_1091 Ga0182881_109142 0.473 121951.assembled.gff
Ga0182881_1091 Ga0182881_109143 0.466 121951.assembled.gff
Ga0182881_1091 Ga0182881_109144 0.497 121951.assembled.gff
Ga0182881_1092 Ga0182881_10921 0.418 121951.assembled.gff
Ga0182881_1092 Ga0182881_10922 0.424 121951.assembled.gff
Ga0182881_1092 Ga0182881_10924 0.481 121951.assembled.gff
Ga0182881_1092 Ga0182881_10925 0.422 121951.assembled.gff
Ga0182881_1092 Ga0182881_10926 0.428 121951.assembled.gff
Ga0182881_1092 Ga0182881_10927 0.485 121951.assembled.gff
Ga0182881_1092 Ga0182881_10928 0.469 121951.assembled.gff
Ga0182881_1092 Ga0182881_10929 0.457 121951.assembled.gff
Ga0182881_1092 Ga0182881_109210 0.483 121951.assembled.gff
Ga0182881_1092 Ga0182881_109211 0.461 121951.assembled.gff
Ga0182881_1092 Ga0182881_109212 0.449 121951.assembled.gff
Ga0182881_1092 Ga0182881_109213 0.457 121951.assembled.gff
Ga0182881_1092 Ga0182881_109214 0.455 121951.assembled.gff
Ga0182881_1092 Ga0182881_109215 0.46 121951.assembled.gff
Ga0182881_1092 Ga0182881_109216 0.406 121951.assembled.gff
Ga0182881_1092 Ga0182881_109217 0.474 121951.assembled.gff
Ga0182881_1092 Ga0182881_109218 0.483 121951.assembled.gff
Ga0182881_1092 Ga0182881_109219 0.452 121951.assembled.gff
Ga0182881_1092 Ga0182881_109220 0.471 121951.assembled.gff
Ga0182881_1092 Ga0182881_109221 0.452 121951.assembled.gff
Ga0182881_1092 Ga0182881_109222 0.452 121951.assembled.gff
Ga0182881_1092 Ga0182881_109223 0.486 121951.assembled.gff
Ga0182881_1092 Ga0182881_109224 0.447 121951.assembled.gff
Ga0182881_1092 Ga0182881_109225 0.482 121951.assembled.gff
Ga0182881_1092 Ga0182881_109226 0.452 121951.assembled.gff
Ga0182881_1092 Ga0182881_109227 0.458 121951.assembled.gff
Ga0182881_1092 Ga0182881_109228 0.457 121951.assembled.gff
Ga0182881_1092 Ga0182881_109229 0.462 121951.assembled.gff
Ga0182881_1092 Ga0182881_109230 0.451 121951.assembled.gff
Ga0182881_1092 Ga0182881_109231 0.423 121951.assembled.gff
Ga0182881_1092 Ga0182881_109232 0.473 121951.assembled.gff
Ga0182881_1092 Ga0182881_109233 0.47 121951.assembled.gff
Ga0182881_1093 Ga0182881_10931 0.362 121951.assembled.gff
Ga0182881_1093 Ga0182881_10932 0.433 121951.assembled.gff
Ga0182881_1093 Ga0182881_10933 0.455 121951.assembled.gff
Ga0182881_1093 Ga0182881_10934 0.467 121951.assembled.gff
Ga0182881_1093 Ga0182881_10935 0.487 121951.assembled.gff
Ga0182881_1093 Ga0182881_10936 0.442 121951.assembled.gff
Ga0182881_1093 Ga0182881_10937 0.469 121951.assembled.gff
Ga0182881_1093 Ga0182881_10938 0.472 121951.assembled.gff
Ga0182881_1093 Ga0182881_10939 0.446 121951.assembled.gff
Ga0182881_1093 Ga0182881_109310 0.458 121951.assembled.gff
Ga0182881_1093 Ga0182881_109311 0.419 121951.assembled.gff
Ga0182881_1093 Ga0182881_109312 0.471 121951.assembled.gff
Ga0182881_1093 Ga0182881_109313 0.442 121951.assembled.gff
Ga0182881_1093 Ga0182881_109314 0.431 121951.assembled.gff
Ga0182881_1093 Ga0182881_109315 0.432 121951.assembled.gff
Ga0182881_1093 Ga0182881_109316 0.47 121951.assembled.gff
Ga0182881_1093 Ga0182881_109317 0.461 121951.assembled.gff
Ga0182881_1093 Ga0182881_109318 0.422 121951.assembled.gff
Ga0182881_1093 Ga0182881_109319 0.478 121951.assembled.gff
Ga0182881_1093 Ga0182881_109320 0.466 121951.assembled.gff
Ga0182881_1093 Ga0182881_109321 0.454 121951.assembled.gff
Ga0182881_1093 Ga0182881_109322 0.456 121951.assembled.gff
Ga0182881_1093 Ga0182881_109323 0.467 121951.assembled.gff
Ga0182881_1093 Ga0182881_109324 0.469 121951.assembled.gff
Ga0182881_1093 Ga0182881_109325 0.48 121951.assembled.gff
Ga0182881_1093 Ga0182881_109326 0.483 121951.assembled.gff
Ga0182881_1093 Ga0182881_109327 0.441 121951.assembled.gff
Ga0182881_1093 Ga0182881_109328 0.49 121951.assembled.gff
Ga0182881_1093 Ga0182881_109329 0.5 121951.assembled.gff
Ga0182881_1093 Ga0182881_109330 0.529 121951.assembled.gff
Ga0182881_1093 Ga0182881_109331 0.485 121951.assembled.gff
Ga0182881_1093 Ga0182881_109332 0.451 121951.assembled.gff
Ga0182881_1093 Ga0182881_109333 0.467 121951.assembled.gff
Ga0182881_1094 Ga0182881_10941 0.459 121951.assembled.gff
Ga0182881_1094 Ga0182881_10942 0.492 121951.assembled.gff
Ga0182881_1094 Ga0182881_10943 0.435 121951.assembled.gff
Ga0182881_1094 Ga0182881_10944 0.448 121951.assembled.gff
Ga0182881_1094 Ga0182881_10945 0.484 121951.assembled.gff
Ga0182881_1095 Ga0182881_10951 0.497 121951.assembled.gff
Ga0182881_1095 Ga0182881_10952 0.471 121951.assembled.gff
Ga0182881_1095 Ga0182881_10953 0.456 121951.assembled.gff
Ga0182881_1095 Ga0182881_10954 0.48 121951.assembled.gff
Ga0182881_1095 Ga0182881_10955 0.467 121951.assembled.gff
Ga0182881_1096 Ga0182881_10961 0.47 121951.assembled.gff
Ga0182881_1097 Ga0182881_10973 0.476 121951.assembled.gff
Ga0182881_1097 Ga0182881_10974 0.51 121951.assembled.gff
Ga0182881_1097 Ga0182881_10975 0.465 121951.assembled.gff
Ga0182881_1097 Ga0182881_10976 0.42 121951.assembled.gff
Ga0182881_1097 Ga0182881_10977 0.465 121951.assembled.gff
Ga0182881_1097 Ga0182881_10978 0.481 121951.assembled.gff
Ga0182881_1097 Ga0182881_10979 0.452 121951.assembled.gff
Ga0182881_1097 Ga0182881_109710 0.462 121951.assembled.gff
Ga0182881_1097 Ga0182881_109711 0.442 121951.assembled.gff
Ga0182881_1097 Ga0182881_109712 0.45 121951.assembled.gff
Ga0182881_1097 Ga0182881_109713 0.465 121951.assembled.gff
Ga0182881_1097 Ga0182881_109714 0.461 121951.assembled.gff
Ga0182881_1097 Ga0182881_109715 0.457 121951.assembled.gff
Ga0182881_1097 Ga0182881_109716 0.448 121951.assembled.gff
Ga0182881_1097 Ga0182881_109717 0.441 121951.assembled.gff
Ga0182881_1097 Ga0182881_109718 0.434 121951.assembled.gff
Ga0182881_1097 Ga0182881_109719 0.488 121951.assembled.gff
Ga0182881_1097 Ga0182881_109720 0.455 121951.assembled.gff
Ga0182881_1097 Ga0182881_109721 0.468 121951.assembled.gff
Ga0182881_1097 Ga0182881_109722 0.473 121951.assembled.gff
Ga0182881_1097 Ga0182881_109723 0.453 121951.assembled.gff
Ga0182881_1097 Ga0182881_109724 0.468 121951.assembled.gff
Ga0182881_1097 Ga0182881_109725 0.48 121951.assembled.gff
Ga0182881_1097 Ga0182881_109726 0.43 121951.assembled.gff
Ga0182881_1097 Ga0182881_109727 0.424 121951.assembled.gff
Ga0182881_1097 Ga0182881_109728 0.487 121951.assembled.gff
Ga0182881_1097 Ga0182881_109729 0.476 121951.assembled.gff
Ga0182881_1097 Ga0182881_109730 0.448 121951.assembled.gff
Ga0182881_1097 Ga0182881_109731 0.429 121951.assembled.gff
Ga0182881_1097 Ga0182881_109732 0.473 121951.assembled.gff
Ga0182881_1097 Ga0182881_109733 0.459 121951.assembled.gff
Ga0182881_1097 Ga0182881_109734 0.476 121951.assembled.gff
Ga0182881_1097 Ga0182881_109735 0.446 121951.assembled.gff
Ga0182881_1097 Ga0182881_109736 0.487 121951.assembled.gff
Ga0182881_1097 Ga0182881_109737 0.45 121951.assembled.gff
Ga0182881_1097 Ga0182881_109738 0.437 121951.assembled.gff
Ga0182881_1097 Ga0182881_109739 0.428 121951.assembled.gff
Ga0182881_1097 Ga0182881_109740 0.449 121951.assembled.gff
Ga0182881_1097 Ga0182881_109741 0.426 121951.assembled.gff
Ga0182881_1097 Ga0182881_109742 0.482 121951.assembled.gff
Ga0182881_1097 Ga0182881_109743 0.456 121951.assembled.gff
Ga0182881_1097 Ga0182881_109744 0.448 121951.assembled.gff
Ga0182881_1097 Ga0182881_109745 0.348 121951.assembled.gff
Ga0182881_1097 Ga0182881_109746 0.465 121951.assembled.gff
Ga0182881_1097 Ga0182881_109747 0.508 121951.assembled.gff
Ga0182881_1097 Ga0182881_109748 0.508 121951.assembled.gff
Ga0182881_1097 Ga0182881_109749 0.453 121951.assembled.gff
Ga0182881_1097 Ga0182881_109750 0.474 121951.assembled.gff
Ga0182881_1098 Ga0182881_10981 0.475 121951.assembled.gff
Ga0182881_1098 Ga0182881_10982 0.43 121951.assembled.gff
Ga0182881_1098 Ga0182881_10983 0.474 121951.assembled.gff
Ga0182881_1098 Ga0182881_10984 0.429 121951.assembled.gff
Ga0182881_1098 Ga0182881_10985 0.467 121951.assembled.gff
Ga0182881_1098 Ga0182881_10986 0.484 121951.assembled.gff
Ga0182881_1098 Ga0182881_10987 0.443 121951.assembled.gff
Ga0182881_1098 Ga0182881_10988 0.452 121951.assembled.gff
Ga0182881_1098 Ga0182881_10989 0.433 121951.assembled.gff
Ga0182881_1098 Ga0182881_109810 0.397 121951.assembled.gff
Ga0182881_1098 Ga0182881_109811 0.439 121951.assembled.gff
